DATE_TIME,Solar_AC_Power,National Hourly Demand
2020-05-30 02:00:00,0.0,133839.57
2020-05-30 03:00:00,0.0,131530.0
2020-05-30 04:00:00,0.0,130169.71
2020-05-30 05:00:00,0.0,130937.35
2020-05-30 06:00:00,553.7210714285713,132069.51
2020-05-30 07:00:00,3483.582857142857,134314.12
2020-05-30 08:00:00,6357.731428571428,136295.22
2020-05-30 09:00:00,12177.505357142858,139828.31
2020-05-30 10:00:00,17594.898452380952,141598.06
2020-05-30 11:00:00,18004.016071428574,143473.58
2020-05-30 12:00:00,17317.846904761904,146747.68
2020-05-30 13:00:00,19028.83357142857,147506.71
2020-05-30 14:00:00,19293.43261904762,151014.29
2020-05-30 15:00:00,18024.463333333333,151278.3
2020-05-30 16:00:00,12219.881071428572,146564.45
2020-05-30 17:00:00,5529.9775,138759.78
2020-05-30 18:00:00,628.2414285714285,130630.69
2020-05-30 19:00:00,0.0,135269.31
2020-05-30 20:00:00,0.0,138025.26
2020-05-30 21:00:00,0.0,140185.18
2020-05-30 22:00:00,0.0,141695.81
2020-05-30 23:00:00,0.0,140791.64
2020-05-31 00:00:00,0.0,137356.44
2020-05-31 01:00:00,0.0,133970.0
2020-05-31 02:00:00,0.0,129971.59
2020-05-31 03:00:00,0.0,126523.93
2020-05-31 04:00:00,0.0,125091.65
2020-05-31 05:00:00,0.0,125612.89
2020-05-31 06:00:00,1630.9735714285714,126391.35
2020-05-31 07:00:00,2960.602976190476,127458.57
2020-05-31 08:00:00,8580.365238095237,128912.6
2020-05-31 09:00:00,14567.112380952381,130807.61
2020-05-31 10:00:00,18087.15976190476,132037.62
2020-05-31 11:00:00,17235.20869047619,134192.29
2020-05-31 12:00:00,20292.192142857144,136673.74
2020-05-31 13:00:00,23615.849166666667,138055.49
2020-05-31 14:00:00,14667.290238095238,137516.69
2020-05-31 15:00:00,8429.00857142857,135930.38
2020-05-31 16:00:00,3998.5761904761903,131125.64
2020-05-31 17:00:00,1616.9069047619048,123745.05
2020-05-31 18:00:00,410.2895238095238,119391.77
2020-05-31 19:00:00,0.0,127804.39
2020-05-31 20:00:00,0.0,132345.84
2020-05-31 21:00:00,0.0,135047.24
2020-05-31 22:00:00,0.0,137594.36
2020-05-31 23:00:00,0.0,137082.49
2020-06-01 00:00:00,0.0,133194.93
2020-06-01 01:00:00,0.0,129758.85
2020-06-01 02:00:00,0.0,126180.71
2020-06-01 03:00:00,0.0,123623.17
2020-06-01 04:00:00,0.0,122020.9
2020-06-01 05:00:00,0.0,122222.93
2020-06-01 06:00:00,1148.0761904761903,122339.99
2020-06-01 07:00:00,4200.414642857143,124480.66
2020-06-01 08:00:00,9036.333095238095,127810.83
2020-06-01 09:00:00,19355.137738095236,133300.48
2020-06-01 10:00:00,18444.64107142857,136768.04
2020-06-01 11:00:00,11393.541904761903,138995.85
2020-06-01 12:00:00,17816.001547619046,140845.29
2020-06-01 13:00:00,3627.008452380953,141453.72
2020-06-01 14:00:00,1428.4041666666667,143848.82
2020-06-01 15:00:00,1435.6307142857142,144589.38
2020-06-01 16:00:00,2403.205595238095,140214.58
2020-06-01 17:00:00,842.5741819291819,132990.16
2020-06-01 18:00:00,0.0,128660.32
2020-06-01 19:00:00,0.0,135415.71
2020-06-01 20:00:00,0.0,138953.17
2020-06-01 21:00:00,0.0,140490.28
2020-06-01 22:00:00,0.0,142718.24
2020-06-01 23:00:00,0.0,141285.23
2020-06-02 00:00:00,0.0,138582.6
2020-06-02 01:00:00,0.0,134776.91
2020-06-02 02:00:00,0.0,130476.68
2020-06-02 03:00:00,0.0,126773.14
2020-06-02 04:00:00,0.0,124855.5
2020-06-02 05:00:00,1.2945238095238094,124373.0
2020-06-02 06:00:00,2389.551071428571,124373.3
2020-06-02 07:00:00,7099.2775,126387.21
2020-06-02 08:00:00,11790.957738095238,128693.46
2020-06-02 09:00:00,13457.665238095238,132093.68
2020-06-02 10:00:00,14606.52,134252.97
2020-06-02 11:00:00,11545.808095238095,135534.88
2020-06-02 12:00:00,7887.848095238096,137729.13
2020-06-02 13:00:00,14486.338095238096,138294.61
2020-06-02 14:00:00,15612.7675,141005.72
2020-06-02 15:00:00,14565.323809523808,141289.4
2020-06-02 16:00:00,4469.025,137713.66
2020-06-02 17:00:00,7777.003214285714,130266.41
2020-06-02 18:00:00,1378.0215476190476,126769.76
2020-06-02 19:00:00,0.0,135300.05
2020-06-02 20:00:00,0.0,139393.93
2020-06-02 21:00:00,0.0,140547.68
2020-06-02 22:00:00,0.0,142155.58
2020-06-02 23:00:00,0.0,140252.08
2020-06-03 00:00:00,0.0,136459.31
2020-06-03 01:00:00,0.0,132946.11
2020-06-03 02:00:00,0.0,129303.51
2020-06-03 03:00:00,0.0,126661.78
2020-06-03 04:00:00,0.0,125456.44
2020-06-03 05:00:00,0.0,125266.38
2020-06-03 06:00:00,1046.0341666666668,125639.19
2020-06-03 07:00:00,4746.829285714286,127069.47
2020-06-03 08:00:00,10276.199166666665,129452.89
2020-06-03 09:00:00,12244.703095238096,132877.91
2020-06-03 10:00:00,8686.325119047619,133885.38
